StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,QID103,QID102,QID105,QID1_1,QID2,QID295,QID8,Q312,QID293,QID304,QID296,Q313_1,QID308_1,QID309_1,QID310_1,QID311_1,QID297,QID299,QID301_1,QID303_1,QID305,Q_RecaptchaStatus,Q_RecaptchaError,PROLIFIC_PID,SESSION_ID,STUDY_ID,Attention
2026-04-18 02:09:33,2026-04-18 02:09:46,IP Address,78.84.110.224,100,13,True,2026-04-18 02:09:47,R_2NOHB4GgLOmZK9f,,,,,56.9473,24.0979,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,5fc0da1ccfc57d00082b0bbb,Extremely likely,,,,,,,,,,,,,,,,,,,complete,,5fc0da1ccfc57d00082b0bbb,69e33c38117d320c3ad87535,69dcefc0e47bf6dd86e39ac4,0
2026-04-18 18:16:01,2026-04-18 18:16:42,IP Address,38.18.116.15,100,41,True,2026-04-18 18:16:43,R_3LXZqnEUSF2NWal,,,,,48.4615,-89.2021,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,67acc803df12a67183694f43,"Extremely unlikely,Somewhat unlikely",,,,,,,,,,,,,,,,,,,complete,,67acc803df12a67183694f43,69e41eb905345f9ec659a679,69dcefc0e47bf6dd86e39ac4,0
2026-04-19 01:23:53,2026-04-19 01:24:14,IP Address,77.137.64.237,100,21,True,2026-04-19 01:24:15,R_9lPpwjJ2w8XNerA,,,,,32.0804,34.7807,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,60952cf5021566048602c467,"Extremely unlikely,Somewhat unlikely",,,,,,,,,,,,,,,,,,,complete,,60952cf5021566048602c467,69e482811772f748082c6d01,69dcefc0e47bf6dd86e39ac4,0
2026-04-19 09:08:35,2026-04-19 09:15:18,IP Address,109.149.103.207,100,403,True,2026-04-19 09:15:18,R_8erU5qLwgdy3F1M,,,,,53.8355,-2.9776,anonymous,EN-GB,1,I agree to participate in this study!,66ce62c7983bb251283641fb,"Somewhat unlikely,Extremely likely",2004,Female,United Kingdom,Student,Yes,Freelance,Less than 1 year,Reporter,90,70,20,65,35,Strongly agree,Somewhat disagree,100,45,"For stories where images are unattainable, it is quite popular to use AI to generate the images to improve the story. For writing, I’m not sure why people are using AI for their articles, perhaps to save time if they are under a time pressure",complete,,66ce62c7983bb251283641fb,69e4efee4aa91546837a007f,69dcefc0e47bf6dd86e39ac4,
2026-04-19 12:36:07,2026-04-19 12:45:20,IP Address,84.191.179.71,100,553,True,2026-04-19 12:45:21,R_8CZAMcFO4qVpYGE,,,,,53.0893,8.8,anonymous,EN-GB,1,I agree to participate in this study!,69e50ff8c83769e8767fef05,"Somewhat unlikely,Extremely likely",1994,Male,Germany,Working part time now,Yes,Online Newspaper,More than 5 years,Editor,25,15,3,30,5,Somewhat disagree,Strongly disagree,25,30,to be quicker with finishing articles or just let the AI write an whole article to gain time. the difference of effort can be huge if you let the AI write you an article based on your input. then you only have to read and edit some things instead of write it completely by yourself. also to use it as help to avoid mistakes in language or spelling.,complete,,69e50ff8c83769e8767fef05,69e5208eeb3b4e876cf20c9c,69dcefc0e47bf6dd86e39ac4,
2026-04-19 14:26:05,2026-04-19 14:31:22,IP Address,165.91.13.68,100,316,True,2026-04-19 14:31:22,R_3orzvMRqEjVdbrj,,,,,30.6032,-96.3136,anonymous,EN-GB,1,I agree to participate in this study!,69c3fd162414a7487e9529f1,"Somewhat unlikely,Extremely likely",2005,Female,United States of America,Student,Yes,Weekly Newspaper,Less than 1 year,Reporter,53,35,35,21,62,Somewhat agree,Strongly agree,100,15,"Journalists might be using AI in their articles to cut down on the time required to write articles, or source images for their articles. Journalists might be using AI in their articles to be able to produce articles faster which makes them more relevant to the event. This can be damaging to the trust given to the publication from the readers. ",complete,,69c3fd162414a7487e9529f1,69e53a53fb51663aaba9f71c,69dcefc0e47bf6dd86e39ac4,
2026-04-19 16:51:03,2026-04-19 16:57:35,IP Address,169.197.191.198,100,391,True,2026-04-19 16:57:35,R_3DHVLZJrSkWhkrv,,,,,42.0986,-72.5931,anonymous,EN-GB,1,I agree to participate in this study!,69e556a7e82f73f55ed3762b,"Somewhat unlikely,Extremely likely",1998,Female,United States of America,Working part time now,"No, but I have in the past",TV,Between 3 years and 5 years,Reporter,31,15,10,23,16,Strongly agree,Strongly agree,95,30,"AI does make it easier to add some multimedia elements to the news. For example, some news stories might not really have a real original image that goes well with it. AI in these cases might come in handy to create a visual. Other journalists might use AI tools to find trends in certain topics (mostly investigations). For example, they might use AI to go over hundreds of documents and pick up trends. In that case, AI is used to support investigations and in no way replaces the role of the journalist - it just makes the job faster.  ",complete,,69e556a7e82f73f55ed3762b,69e55c20c9a3cf83e704cbb6,69dcefc0e47bf6dd86e39ac4,
2026-04-19 17:00:48,2026-04-19 17:04:21,IP Address,86.247.109.45,100,213,True,2026-04-19 17:04:21,R_8IykWFX99DredFD,,,,,48.7655,2.401,anonymous,EN-GB,1,I agree to participate in this study!,60690d928069052871e34f25,"Somewhat unlikely,Extremely likely",1998,Male,France,Working part time now,Yes,Online Newspaper,Between 3 years and 5 years,Reporter,87,21,3,18,0,Strongly agree,Strongly agree,30,68,I think most articles look pretty similar nowadays. Especially when it comes to some repetitive news like deaths or events in a city. And some people might use AI for pictures and illustrations if they do not have access to such websites as AFP or Reuters Connect.,complete,,60690d928069052871e34f25,69e55e940c7bf3419dab3209,69dcefc0e47bf6dd86e39ac4,
2026-04-20 00:32:48,2026-04-20 00:44:08,IP Address,41.13.188.113,100,679,True,2026-04-20 00:44:08,R_2UQgepoSt62Iqc1,,,,,-29.8553,31.0428,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,663bce82bbc4be1e055b16e2,"Somewhat unlikely,Extremely likely",1997,Female,South Africa,Unemployed,Yes,Online Newspaper,Between 3 years and 5 years,Opinion Writer,92,71,35,45,20,Strongly agree,Neither agree nor disagree,25,50,The writing sometimes is very generic. You can tell also with the grammar and dash lines. Other pictures are quite obvious that they are AI even though they are not labelled as AI. Some storylines don’t even make sense.,complete,,663bce82bbc4be1e055b16e2,69e5c883a7f483e099f35b6a,69dcefc0e47bf6dd86e39ac4,
2026-04-20 09:38:19,2026-04-20 09:45:24,IP Address,165.73.70.243,100,425,True,2026-04-20 09:45:25,R_8QPoDyPrWMg7jvC,,,,,-29.8553,31.0428,anonymous,EN-GB,1,I agree to participate in this study!,60c102e9309b432c703fd097,"Somewhat unlikely,Extremely likely",1987,Male,South Africa,Working full time now,Yes,Weekly Newspaper,Between 1 year and 3 years,Columnist,65,60,48,65,73,Strongly agree,Strongly disagree,61,85,"Triage support And knowledge to the people ",complete,,60c102e9309b432c703fd097,69e6484dc062e7fbfb5b2685,69dcefc0e47bf6dd86e39ac4,
2026-04-20 10:02:04,2026-04-20 10:02:46,IP Address,95.146.209.251,100,41,True,2026-04-20 10:02:47,R_2Ks7ctbGxwYeuiT,,,,,52.7004,-2.0269,anonymous,EN-GB,1,I agree to participate in this study!,69e64235c5c48c178f814ecc,"Extremely unlikely,Somewhat likely",,,,,,,,,,,,,,,,,,,complete,,69e64235c5c48c178f814ecc,69e64df5d5bbfa6fc005fb39,69dcefc0e47bf6dd86e39ac4,0
2026-04-20 13:34:53,2026-04-20 13:39:39,IP Address,189.217.90.83,100,286,True,2026-04-20 13:39:40,R_7EyfhrmL1OOPmk0,,,,,19.3901,-99.1769,anonymous,EN-GB,1,I agree to participate in this study!,6732e628571c5ed69d5def7f,"Somewhat unlikely,Extremely likely",2000,Female,Mexico,Working part time now,Yes,Weekly Newspaper,Between 1 year and 3 years,Reporter,40,52,12,48,51,Somewhat agree,Somewhat agree,30,32,"I use de is in their articles because explore de imagination of the people is more easy describe something when the peoples see the imagen ",complete,,6732e628571c5ed69d5def7f,69e67fd325368fd016f8f052,69dcefc0e47bf6dd86e39ac4,
2026-04-20 13:47:49,2026-04-20 14:04:27,IP Address,93.176.134.36,100,997,True,2026-04-20 14:04:27,R_8gI3OQDkwDHTAy9,,,,,41.5705,2.0156,anonymous,EN-GB,0.5,I agree to participate in this study!,69a32dc60fc2cd5d01cba56b,"Somewhat unlikely,Extremely likely",2000,Male,Spain,Working part time now,"No, but I have in the past",Blog,Less than 1 year,Editor,79,51,6,30,2,Strongly agree,Somewhat agree,50,70,AI tools can help identify trends across social media faster than manual  searching. This make it easier and increases the speed of getting the job done.Also AI has enabled journalist to present their stories in multiple languages.,complete,,69a32dc60fc2cd5d01cba56b,69e681ec40cf6ef6d7b05cd2,69dcefc0e47bf6dd86e39ac4,
2026-04-20 16:37:54,2026-04-20 16:44:32,IP Address,76.157.38.27,100,397,True,2026-04-20 16:44:33,R_31JKl0ZcXmOgdA5,,,,,41.5922,-88.066,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,5588d7b8fdf99b304dd47e83,"Somewhat unlikely,Extremely likely",1981,Female,United States of America,Working full time now,"No, but I have in the past",Daily Newspaper,More than 5 years,Reporter,40,30,10,20,10,Strongly agree,Strongly agree,100,50,"The workload is heavy for journalists, in part due to lack of staffing. Some types of coverage involve simply rewording a press release. We don't put bylines on those stories, so there is no hit to our reputation if we use AI, and it lessens workload. And then you have some journalists who are honestly lazy or weak writers.",complete,,5588d7b8fdf99b304dd47e83,69e6aab79b7cfdd427e1bc7d,69dcefc0e47bf6dd86e39ac4,
2026-04-20 20:09:18,2026-04-20 20:17:58,IP Address,73.145.241.160,100,519,True,2026-04-20 20:17:59,R_3jfcKHJe5mav9Tl,,,,,42.3888,-83.1895,anonymous,EN-GB,1,I agree to participate in this study!,69dfdee4df24031c29cecc5b,"Somewhat unlikely,Extremely likely",1997,Female,United States of America,Working full time now,Yes,TV,Between 3 years and 5 years,Reporter,81,16,11,23,8,Strongly agree,Strongly agree,15,5,"I think journalists are using AI to support the work they are doing. I have heard of AI as writing support. I don’t think journalists should depend on AI. ",complete,,69dfdee4df24031c29cecc5b,69e6dc490b7c4f56fb7912de,69dcefc0e47bf6dd86e39ac4,
2026-04-20 22:05:57,2026-04-20 22:09:43,IP Address,91.1.93.33,100,225,True,2026-04-20 22:09:43,R_880vi0fa60C633r,,,,,52.5312,13.3878,anonymous,EN-GB,1,I agree to participate in this study!,63eb8a043a0ad9762fcf6265,"Somewhat unlikely,Extremely likely",1996,Female,Germany,Working full time now,Yes,Online Newspaper,Between 3 years and 5 years,Editor,25,14,6,9,5,Strongly agree,Somewhat disagree,60,46,"To work more efficiently. Maybe also to fact check more easily. Another reason would be to create more creative story outlines ",complete,,63eb8a043a0ad9762fcf6265,69e6f79e4f6247047ef643f0,69dcefc0e47bf6dd86e39ac4,
2026-04-14 03:20:53,2026-04-14 03:23:30,IP Address,196.50.245.91,69,156,False,2026-04-21 03:23:33,R_8LK77L28w7cUwZH,,,,,-25.757,28.1443,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,615ec485807b45c343ca1952,"Somewhat unlikely,Extremely likely",1997,Female,South Africa,Working part time now,Yes,Freelance,Between 3 years and 5 years,Opinion Writer,80,35,65,,,,,,,,complete,,615ec485807b45c343ca1952,69de06ed229fd9c121a16b20,69dcefc0e47bf6dd86e39ac4,
2026-04-14 15:50:19,2026-04-14 15:51:57,IP Address,96.236.193.93,62,97,False,2026-04-21 15:51:58,R_70e0xb1HMurOfvu,,,,,40.4242,-79.7658,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,62bdcbe0bf0f03430820ad59,"Somewhat unlikely,Extremely likely",1974,Female,United States of America,Working full time now,"No, but I have in the past",Freelance,More than 5 years,Opinion Writer,59,,,,,,,,,,complete,,62bdcbe0bf0f03430820ad59,69deb69385ad42c7b16b1754,69dcefc0e47bf6dd86e39ac4,
2026-04-20 02:23:03,2026-04-21 20:57:26,IP Address,70.145.1.233,100,153262,True,2026-04-21 20:57:27,R_1j9ZxakLeAnsk9t,,,,,36.1644,-82.8266,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,69452428c5df10f39e763474,"Somewhat unlikely,Extremely likely",1979,Female,United States of America,Working full time now,Yes,Blog,More than 5 years,Opinion Writer,57,48,0,24,22,Somewhat disagree,Strongly disagree,80,81,"i believe they use AI to help add to there journalism because AI is so advanced that they can be just about almost 99% out of 100% right ",complete,,69452428c5df10f39e763474,69e5e25ed174405acab3248d,69dcefc0e47bf6dd86e39ac4,
